image_path,text,bbox,has_bbox,image_width,image_height,text_length,word_count
Hackathon data\SROIE2019\train\img\X00016469619.jpg,60.31,"[325, 691, 375, 711]",True,439,1004,5,1
Hackathon data\SROIE2019\train\img\X00016469619.jpg,ROUNDING ADJ............,"[27, 719, 252, 737]",True,439,1004,24,2
Hackathon data\SROIE2019\train\img\X00016469619.jpg,-0.01,"[319, 714, 379, 736]",True,439,1004,5,1
Hackathon data\SROIE2019\train\img\X00016469619.jpg,RM,"[261, 768, 280, 787]",True,439,1004,2,1
Hackathon data\SROIE2019\train\img\X00016469619.jpg,60.30,"[325, 767, 374, 786]",True,439,1004,5,1
Hackathon data\SROIE2019\train\img\X00016469619.jpg,CASH.................... RM,"[26, 793, 280, 809]",True,439,1004,27,2
Hackathon data\SROIE2019\train\img\X00016469619.jpg,70.30,"[326, 792, 373, 809]",True,439,1004,5,1
Hackathon data\SROIE2019\train\img\X00016469619.jpg,CHANGE.................. RM,"[25, 815, 280, 835]",True,439,1004,27,2
Hackathon data\SROIE2019\train\img\X00016469619.jpg,10.00,"[328, 816, 375, 832]",True,439,1004,5,1
Hackathon data\SROIE2019\train\img\X00016469619.jpg,THANK YOU ! PLEASE COME AGAIN !,"[63, 889, 355, 909]",True,439,1004,31,7
Hackathon data\SROIE2019\train\img\X00016469619.jpg,GOODS SOLD ARE NOT RETURNABLE,"[74, 916, 348, 932]",True,439,1004,29,5
Hackathon data\SROIE2019\train\img\X00016469619.jpg,THANK YOU ! FLEASE COME AOSIN !,"[60, 887, 359, 911]",True,439,1004,31,7
Hackathon data\SROIE2019\train\img\X00016469619.jpg,GOODS SOLD ARE NOT RETURNABLE,"[67, 913, 348, 938]",True,439,1004,29,5
Hackathon data\SROIE2019\train\img\X00016469619.jpg,DEALING IN WHOLESALE AND RETAIL.,"[62, 940, 363, 958]",True,439,1004,32,5
Hackathon data\SROIE2019\train\img\X00016469620.jpg,TAN WOON YANN,"[119, 47, 367, 80]",True,459,949,13,3
Hackathon data\SROIE2019\train\img\X00016469620.jpg,MR D.T.Y. (JOHOR) SDN BHD,"[93, 161, 352, 183]",True,459,949,25,5
Hackathon data\SROIE2019\train\img\X00016469620.jpg,(CO.REG : 933109-X),"[137, 185, 320, 204]",True,459,949,19,3
Hackathon data\SROIE2019\train\img\X00016469620.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6,","[49, 201, 391, 227]",True,459,949,33,7
Hackathon data\SROIE2019\train\img\X00016469620.jpg,"KAWASAN PERINDUSTRIAN BALAKONG,","[60, 228, 382, 246]",True,459,949,31,3
Hackathon data\SROIE2019\train\img\X00016469620.jpg,"43300 SERI KEMBANGAN, SELANGOR","[70, 249, 384, 267]",True,459,949,30,4
Hackathon data\SROIE2019\train\img\X00016469620.jpg,(MR DIY TESCO TERBAU),"[116, 268, 331, 289]",True,459,949,21,4
Hackathon data\SROIE2019\train\img\X00016469620.jpg,-INVOICE-,"[176, 290, 268, 308]",True,459,949,9,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,CHOPPING BOARD 35.5X25.5CM 803M#,"[14, 328, 358, 351]",True,459,949,32,4
Hackathon data\SROIE2019\train\img\X00016469620.jpg,EZ10HD05 - 24,"[16, 349, 158, 372]",True,459,949,13,3
Hackathon data\SROIE2019\train\img\X00016469620.jpg,8970669,"[20, 371, 95, 393]",True,459,949,7,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,1,"[249, 373, 259, 393]",True,459,949,1,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,X,"[266, 376, 282, 393]",True,459,949,1,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,19.00,"[290, 374, 343, 395]",True,459,949,5,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,19.00,"[358, 375, 412, 396]",True,459,949,5,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,AIR PRESSURE SPRAYER SX-575-1 1.5L,"[15, 394, 371, 417]",True,459,949,34,5
Hackathon data\SROIE2019\train\img\X00016469620.jpg,HC03-7 - 15,"[17, 413, 136, 436]",True,459,949,11,3
Hackathon data\SROIE2019\train\img\X00016469620.jpg,9066468,"[14, 436, 93, 456]",True,459,949,7,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,1,"[245, 438, 258, 458]",True,459,949,1,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,X,"[265, 437, 282, 460]",True,459,949,1,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,8.02,"[296, 439, 343, 459]",True,459,949,4,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,8.02,"[364, 436, 413, 460]",True,459,949,4,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,WAXCO WINDSHILED CLEANER 120ML,"[17, 457, 332, 479]",True,459,949,30,4
Hackathon data\SROIE2019\train\img\X00016469620.jpg,WA14-3A - 48,"[15, 477, 146, 497]",True,459,949,12,3
Hackathon data\SROIE2019\train\img\X00016469620.jpg,9557031100236,"[18, 501, 159, 521]",True,459,949,13,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,1,"[245, 498, 259, 522]",True,459,949,1,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,X,"[267, 502, 283, 518]",True,459,949,1,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,3.02,"[294, 502, 344, 523]",True,459,949,4,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,3.02,"[368, 502, 412, 523]",True,459,949,4,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,BOPP TAPE 48MM*100M CLEAR,"[16, 521, 278, 539]",True,459,949,25,4
Hackathon data\SROIE2019\train\img\X00016469620.jpg,FZ-04 - 36,"[21, 542, 124, 559]",True,459,949,10,3
Hackathon data\SROIE2019\train\img\X00016469620.jpg,6935818350846,"[19, 563, 155, 583]",True,459,949,13,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,1,"[245, 561, 256, 583]",True,459,949,1,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,X,"[265, 562, 282, 586]",True,459,949,1,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,3.88,"[296, 561, 340, 589]",True,459,949,4,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,3.88,"[367, 563, 424, 586]",True,459,949,4,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,ITEM(S) : 4,"[21, 604, 132, 624]",True,459,949,11,3
Hackathon data\SROIE2019\train\img\X00016469620.jpg,QTY(S) : 4,"[329, 607, 431, 628]",True,459,949,10,3
Hackathon data\SROIE2019\train\img\X00016469620.jpg,TOTAL,"[17, 643, 79, 665]",True,459,949,5,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,RM 33.92,"[347, 650, 432, 668]",True,459,949,8,2
Hackathon data\SROIE2019\train\img\X00016469620.jpg,ROUNDING ADJUSTMENT,"[16, 667, 216, 688]",True,459,949,19,2
Hackathon data\SROIE2019\train\img\X00016469620.jpg,-RM 0.02,"[345, 667, 436, 689]",True,459,949,8,2
Hackathon data\SROIE2019\train\img\X00016469620.jpg,TOTAL ROUNDED,"[16, 688, 155, 711]",True,459,949,13,2
Hackathon data\SROIE2019\train\img\X00016469620.jpg,RM 33.90,"[347, 688, 431, 712]",True,459,949,8,2
Hackathon data\SROIE2019\train\img\X00016469620.jpg,CASH,"[16, 710, 62, 728]",True,459,949,4,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,RM 50.00,"[343, 711, 435, 729]",True,459,949,8,2
Hackathon data\SROIE2019\train\img\X00016469620.jpg,CHANGE,"[15, 730, 85, 754]",True,459,949,6,1
Hackathon data\SROIE2019\train\img\X00016469620.jpg,RM 16.10,"[349, 733, 432, 753]",True,459,949,8,2
Hackathon data\SROIE2019\train\img\X00016469620.jpg,12-01-19 21:13 SH01 ZK09,"[22, 773, 269, 791]",True,459,949,24,4
Hackathon data\SROIE2019\train\img\X00016469620.jpg,T4 R000027830,"[297, 772, 431, 794]",True,459,949,13,2
Hackathon data\SROIE2019\train\img\X00016469620.jpg,OPERATOR TRAINEE CASHIER,"[18, 794, 269, 812]",True,459,949,24,3
Hackathon data\SROIE2019\train\img\X00016469620.jpg,EXCHANGE ARE ALLOWED WITHIN,"[82, 835, 361, 855]",True,459,949,27,4
Hackathon data\SROIE2019\train\img\X00016469620.jpg,7 DAYS WITH RECEIPT.,"[122, 858, 325, 876]",True,459,949,20,4
Hackathon data\SROIE2019\train\img\X00016469620.jpg,STRICTLY NO CASH REFUND.,"[101, 877, 347, 899]",True,459,949,24,4
Hackathon data\SROIE2019\train\img\X00016469622.jpg,TAN WOON YANN,"[96, 41, 353, 79]",True,461,933,13,3
Hackathon data\SROIE2019\train\img\X00016469622.jpg,YONGFATT ENTERPRISE,"[88, 107, 366, 133]",True,461,933,19,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,(JM0517726),"[171, 137, 280, 155]",True,461,933,11,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,NO 122.124 JALAN DEDAP 13,"[104, 162, 347, 179]",True,461,933,25,5
Hackathon data\SROIE2019\train\img\X00016469622.jpg,81100 JOHOR BAHRU,"[136, 184, 316, 198]",True,461,933,17,3
Hackathon data\SROIE2019\train\img\X00016469622.jpg,TEL 07-3523888,"[157, 220, 295, 238]",True,461,933,14,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,GST ID: 000849813504,"[135, 252, 320, 269]",True,461,933,20,3
Hackathon data\SROIE2019\train\img\X00016469622.jpg,SIMPLIFIED TAX INVOICE,"[112, 277, 349, 296]",True,461,933,22,3
Hackathon data\SROIE2019\train\img\X00016469622.jpg,CASH,"[18, 316, 66, 333]",True,461,933,4,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,DOC NO,"[19, 343, 78, 360]",True,461,933,6,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,CS00031663,"[141, 337, 251, 358]",True,461,933,10,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,DATE,"[276, 341, 312, 359]",True,461,933,4,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,25/12/2018,"[329, 341, 415, 358]",True,461,933,10,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,CASHIER,"[18, 369, 79, 386]",True,461,933,7,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,USER,"[143, 368, 191, 383]",True,461,933,4,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,TIME,"[276, 365, 313, 382]",True,461,933,4,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,12 31 00,"[334, 367, 395, 383]",True,461,933,8,3
Hackathon data\SROIE2019\train\img\X00016469622.jpg,SALESPERSON,"[19, 393, 114, 412]",True,461,933,11,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,REF.,"[275, 392, 306, 410]",True,461,933,4,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,ITEM,"[20, 439, 53, 454]",True,461,933,4,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,QTY,"[170, 437, 197, 457]",True,461,933,3,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,S/PRICE,"[232, 435, 287, 454]",True,461,933,7,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,AMOUNT,"[313, 438, 378, 453]",True,461,933,6,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,TAX,"[398, 438, 426, 454]",True,461,933,3,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,E8318,"[21, 462, 69, 478]",True,461,933,5,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,1,"[172, 457, 194, 475]",True,461,933,1,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,80.91,"[234, 459, 286, 477]",True,461,933,5,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,80.91,"[328, 457, 380, 480]",True,461,933,5,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,SR,"[395, 459, 428, 478]",True,461,933,2,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,ELEGANT SCHTR BAG 15,"[21, 486, 231, 502]",True,461,933,20,4
Hackathon data\SROIE2019\train\img\X00016469622.jpg,TOTAL QTY,"[65, 509, 133, 528]",True,461,933,9,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,1,"[175, 509, 192, 524]",True,461,933,1,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,80.91,"[329, 509, 380, 528]",True,461,933,5,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,TOTAL SALES (EXCLUDING GST) :,"[66, 546, 289, 562]",True,461,933,29,5
Hackathon data\SROIE2019\train\img\X00016469622.jpg,80.91,"[334, 546, 375, 562]",True,461,933,5,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,DISCOUNT :,"[207, 572, 290, 588]",True,461,933,10,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,0.00,"[342, 572, 377, 588]",True,461,933,4,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,TOTAL GST :,"[198, 599, 290, 616]",True,461,933,11,3
Hackathon data\SROIE2019\train\img\X00016469622.jpg,0.00,"[336, 597, 385, 619]",True,461,933,4,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,ROUNDING,"[202, 628, 273, 646]",True,461,933,8,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,-0.01,"[333, 626, 386, 646]",True,461,933,5,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,TOTAL SALES (INCLUSIVE OF GST) :,"[33, 658, 290, 676]",True,461,933,32,6
Hackathon data\SROIE2019\train\img\X00016469622.jpg,80.90,"[331, 653, 383, 674]",True,461,933,5,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,CASH :,"[227, 687, 292, 705]",True,461,933,6,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,100.00,"[326, 689, 377, 703]",True,461,933,6,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,CHANGE :,"[211, 712, 290, 731]",True,461,933,8,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,19.10,"[335, 713, 378, 729]",True,461,933,5,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,GST SUMMARY,"[50, 762, 187, 778]",True,461,933,11,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,TAX CODE,"[55, 793, 132, 809]",True,461,933,8,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,%,"[174, 794, 188, 810]",True,461,933,1,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,AMT (RM),"[228, 793, 303, 811]",True,461,933,8,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,TAX (RM),"[334, 792, 405, 810]",True,461,933,8,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,SR,"[55, 815, 80, 832]",True,461,933,2,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,0,"[168, 813, 191, 831]",True,461,933,1,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,80.91,"[258, 814, 301, 831]",True,461,933,5,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,0.00,"[371, 815, 406, 829]",True,461,933,4,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,TOTAL :,"[140, 841, 206, 867]",True,461,933,7,2
Hackathon data\SROIE2019\train\img\X00016469622.jpg,80.91,"[256, 844, 301, 862]",True,461,933,5,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,0.00,"[371, 847, 405, 863]",True,461,933,4,1
Hackathon data\SROIE2019\train\img\X00016469622.jpg,GOODS SOLD ARE NOT REFUNDABLE ONLY,"[71, 895, 385, 909]",True,461,933,34,6
Hackathon data\SROIE2019\train\img\X00016469623.jpg,TAN WOON YANN,"[83, 41, 331, 78]",True,463,1026,13,3
Hackathon data\SROIE2019\train\img\X00016469623.jpg,MR D.I.Y. (M) SDN BHD,"[109, 171, 330, 191]",True,463,1026,21,5
Hackathon data\SROIE2019\train\img\X00016469623.jpg,(CO. RFG : 860671-D),"[122, 190, 325, 213]",True,463,1026,20,4
Hackathon data\SROIE2019\train\img\X00016469623.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6,","[47, 208, 391, 233]",True,463,1026,33,7
Hackathon data\SROIE2019\train\img\X00016469623.jpg,"KAWASAN PERINDUSTRIAN BALAKONG,","[62, 235, 381, 254]",True,463,1026,31,3
Hackathon data\SROIE2019\train\img\X00016469623.jpg,"43300 SERI KEMBANGAN, SELANGOR","[70, 256, 384, 275]",True,463,1026,30,4
Hackathon data\SROIE2019\train\img\X00016469623.jpg,(TESCO PUTRA NILAI),"[125, 275, 318, 297]",True,463,1026,19,3
Hackathon data\SROIE2019\train\img\X00016469623.jpg,-INVOICE-,"[177, 295, 266, 317]",True,463,1026,9,1
Hackathon data\SROIE2019\train\img\X00016469623.jpg,KILAT AUTO ECO WASH & SHINE ES1000 1L,"[12, 337, 402, 362]",True,463,1026,37,8
Hackathon data\SROIE2019\train\img\X00016469623.jpg,WA45 /2A - 12,"[20, 360, 160, 383]",True,463,1026,13,4
Hackathon data\SROIE2019\train\img\X00016469623.jpg,9555916500133,"[16, 382, 156, 402]",True,463,1026,13,1
Hackathon data\SROIE2019\train\img\X00016469623.jpg,1,"[245, 380, 260, 402]",True,463,1026,1,1
Hackathon data\SROIE2019\train\img\X00016469623.jpg,X,"[265, 385, 288, 400]",True,463,1026,1,1
Hackathon data\SROIE2019\train\img\X00016469623.jpg,3.11,"[300, 382, 347, 404]",True,463,1026,4,1
Hackathon data\SROIE2019\train\img\X00016469623.jpg,3.11,"[371, 385, 419, 404]",True,463,1026,4,1
Hackathon data\SROIE2019\train\img\X00016469623.jpg,KILAT' ECO AUTO WASH &WAX EW-1000-1L,"[15, 402, 394, 424]",True,463,1026,36,6
Hackathon data\SROIE2019\train\img\X00016469623.jpg,WA44-A - 12,"[16, 424, 134, 446]",True,463,1026,11,3
Hackathon data\SROIE2019\train\img\X00016469623.jpg,9555916500126,"[18, 447, 165, 468]",True,463,1026,13,1
Hackathon data\SROIE2019\train\img\X00016469623.jpg,1,"[244, 444, 259, 467]",True,463,1026,1,1
Hackathon data\SROIE2019\train\img\X00016469623.jpg,X,"[267, 446, 282, 468]",True,463,1026,1,1
